RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
7144,51998905,Jones,620,Germany,Male,93,3,175301.24,2,0,1,19094.4,0,0,4,DIAMOND,385
7145,12608518,Anderson,349,Germany,Female,46,6,134281.93,1,1,0,125874.25,1,0,5,SILVER,867
7146,71504029,Rodriguez,408,Spain,Female,23,5,154523.86,2,0,1,15280.11,0,1,4,SILVER,505
7147,87268603,Jackson,337,Germany,Female,55,5,147041.49,1,0,0,160569.52,1,1,2,DIAMOND,576
7148,65768581,Hernandez,353,France,Male,83,5,233648.64,2,0,0,185194.53,0,1,2,DIAMOND,235
7149,63351362,Miller,600,France,Female,39,9,189182.27,4,1,0,91312.8,0,1,4,GOLD,187
7150,35213271,Gonzalez,821,Germany,Female,72,1,103639.71,1,0,1,186148.04,0,1,3,PLATINUM,887
7151,25805042,Brown,322,France,Female,83,5,26499.8,2,0,1,181329.71,1,1,4,GOLD,555
7152,53567299,Brown,702,France,Female,67,10,242469.1,4,0,0,121179.91,0,0,2,PLATINUM,867
7153,87929547,Martin,789,France,Male,97,7,243504.37,2,0,0,23003.31,0,0,2,GOLD,387
7154,31782628,Taylor,652,Spain,Female,55,7,102690.81,1,0,0,185700.91,0,1,2,DIAMOND,67
7155,42851618,Martinez,430,Spain,Male,95,5,58017.13,4,1,1,17164.69,1,1,2,DIAMOND,32
7156,43267824,Thomas,418,Germany,Female,77,10,136269.04,2,0,0,158611.91,1,1,3,SILVER,975
7157,76308033,Davis,466,Spain,Male,64,4,241187.27,4,1,0,142747.32,1,0,3,PLATINUM,819
7158,40363339,Moore,633,Spain,Male,67,9,43140.55,4,1,0,159243.98,1,1,3,DIAMOND,581
7159,37990474,Rodriguez,685,Germany,Male,61,4,204427.46,3,0,0,142929.63,1,1,4,PLATINUM,115
7160,57134200,Davis,617,Spain,Female,73,10,2117.06,3,1,0,173291.27,1,1,3,DIAMOND,225
7161,22909084,Wilson,318,Spain,Female,100,3,238794.72,1,1,0,98895.56,1,0,3,DIAMOND,782
7162,84295437,Anderson,703,Spain,Male,92,7,87293.68,3,0,1,76861.87,0,1,3,SILVER,53
7163,37701035,Martin,473,Germany,Female,62,5,170471.85,1,1,0,182425.59,0,0,1,PLATINUM,280
7164,58947569,Brown,436,Spain,Female,47,3,234340.06,3,1,1,76193.51,0,0,4,GOLD,256
7165,42959931,Smith,661,Germany,Male,93,4,66654.56,3,0,0,193638.25,1,0,5,GOLD,808
7166,11439988,Jones,300,Spain,Female,91,5,92639.88,3,1,1,20448.09,0,1,4,GOLD,683
7167,62012165,Lopez,794,France,Female,98,3,171520.15,3,1,0,69795.28,1,0,5,GOLD,630
7168,67069010,Thomas,357,Germany,Male,39,3,37786.4,4,1,0,38016.23,1,1,1,SILVER,252
7169,67765596,Anderson,484,Germany,Male,98,10,80176.99,4,1,1,96007.15,1,1,3,GOLD,945
7170,45207147,Anderson,354,Germany,Female,22,4,147899.92,3,1,1,21198.04,0,1,3,PLATINUM,845
7171,71884582,Jackson,777,Spain,Female,74,0,116458.54,4,0,1,56224.63,1,1,3,DIAMOND,779
7172,82432110,Lopez,660,France,Male,95,2,238354.25,4,1,0,49749.82,1,1,2,PLATINUM,996
7173,53854103,Gonzalez,471,Spain,Male,24,7,19188.93,3,1,0,45733.15,0,0,3,PLATINUM,331
7174,36035641,Moore,815,Germany,Female,84,10,61151.04,3,0,1,161356.65,0,0,5,SILVER,54
7175,94516938,Moore,534,France,Female,57,10,197273.73,2,0,0,113964.07,1,0,2,SILVER,538
7176,29341796,Anderson,488,France,Male,41,3,143777.98,3,0,1,146684.43,1,0,5,DIAMOND,158
7177,39520437,Martin,370,France,Female,73,1,63695.3,1,1,1,70261.12,1,1,3,SILVER,753
7178,36086277,Jones,420,France,Male,69,0,200355.54,2,0,1,103662.29,1,1,3,PLATINUM,680
7179,44242602,Lopez,445,Germany,Male,33,9,180922.96,3,1,0,169985.09,1,0,3,DIAMOND,632
7180,28646295,Johnson,654,Spain,Male,54,7,105004.98,4,0,0,45251.76,0,0,1,SILVER,123
7181,47087533,Miller,353,Germany,Male,77,4,32841.03,4,0,1,49217.58,0,1,5,GOLD,698
7182,27585969,Williams,639,Spain,Male,49,9,53541.05,1,0,1,141032.63,0,0,3,GOLD,371
7183,71073928,Martinez,394,Germany,Female,85,5,191166.63,2,0,1,23780.31,1,1,5,PLATINUM,500
7184,32533278,Hernandez,490,France,Female,63,3,228550.66,3,1,1,52745.89,1,0,5,SILVER,402
7185,89994136,Miller,637,Spain,Male,21,2,56765.14,3,1,0,61838.84,1,0,4,SILVER,856
7186,95932305,Lopez,808,Germany,Female,20,1,83521.62,3,0,1,76675.17,1,0,3,GOLD,434
7187,68713983,Jones,371,Germany,Male,85,2,232412.83,1,1,1,129277.18,1,1,2,DIAMOND,677
7188,98839416,Martinez,847,France,Female,47,3,4866.48,2,1,1,180814.92,1,0,5,DIAMOND,958
7189,75264316,Miller,453,France,Female,21,6,141183.54,2,1,1,126457.71,0,0,1,GOLD,936
7190,64840602,Smith,763,Spain,Male,77,3,135707.42,4,1,0,153494.79,1,0,1,PLATINUM,208
7191,12234554,Moore,827,Spain,Female,71,10,229986.88,1,0,0,184230.2,0,1,3,GOLD,637
7192,25414743,Martinez,591,France,Female,21,6,245984.97,3,1,0,107527.65,0,1,2,GOLD,566
7193,39877361,Garcia,737,Germany,Male,44,9,153673.71,2,0,1,10724.75,1,1,5,DIAMOND,907
7194,76680189,Jackson,328,France,Female,37,1,57944.66,3,1,0,115449.83,1,1,2,GOLD,605
7195,72761267,Brown,645,France,Male,29,4,103084.31,1,1,0,29728.74,1,1,4,SILVER,172
7196,56655363,Brown,676,Germany,Male,62,2,209239.73,3,0,1,166307.46,1,1,5,GOLD,650
7197,94722229,Martin,769,Germany,Male,86,9,216282.89,4,0,1,103147.94,0,1,4,SILVER,157
7198,13018919,Martin,347,Germany,Female,38,7,248305.15,3,1,0,88095.76,1,1,4,PLATINUM,100
7199,20611136,Thomas,779,Spain,Female,49,4,168607.0,1,0,0,107416.15,1,1,1,PLATINUM,276
7200,24087631,Davis,365,Spain,Female,64,9,72341.39,2,0,0,133858.67,0,1,2,DIAMOND,428
7201,77411272,Davis,435,France,Female,79,1,249544.51,1,1,0,11024.66,1,0,2,SILVER,4
7202,63249509,Garcia,784,France,Male,74,7,41490.04,2,0,0,158860.16,0,1,1,SILVER,330
7203,55335943,Hernandez,424,Germany,Female,27,1,60861.53,1,1,1,187088.04,0,1,2,GOLD,842
7204,25030207,Jones,514,Spain,Female,95,2,6011.58,4,1,0,130793.66,0,0,5,PLATINUM,172
7205,34646775,Williams,612,Germany,Female,45,7,15953.98,1,1,1,81913.57,1,0,3,PLATINUM,297
7206,46045770,Davis,676,Spain,Male,21,3,198333.55,1,1,1,59884.13,0,1,2,DIAMOND,769
7207,96220407,Gonzalez,651,Spain,Female,69,7,132485.14,4,0,0,136504.44,0,0,2,GOLD,243
7208,85760040,Gonzalez,576,Spain,Male,48,6,208542.05,3,1,0,84971.24,0,0,3,SILVER,160
7209,66197118,Rodriguez,579,Germany,Male,77,6,15197.13,3,1,1,78489.21,1,0,2,DIAMOND,423
7210,66888970,Taylor,695,Spain,Male,54,2,119671.95,2,0,0,98681.27,1,0,2,DIAMOND,977
7211,81218127,Miller,362,France,Male,58,7,77076.14,3,0,0,131785.23,1,0,3,SILVER,6
7212,40611989,Hernandez,347,Spain,Female,26,1,128577.37,2,0,0,64656.18,1,0,5,SILVER,537
7213,48001950,Moore,386,Germany,Female,33,5,239468.5,1,0,0,119467.95,1,0,4,PLATINUM,825
7214,92020761,Williams,456,France,Female,38,1,75133.94,4,0,0,187746.0,1,1,4,PLATINUM,973
7215,58170930,Jones,411,Germany,Female,31,7,194235.99,1,1,0,111568.99,1,0,4,DIAMOND,298
7216,89711103,Johnson,598,Spain,Female,50,4,31157.67,1,1,0,3765.3,1,1,2,SILVER,598
7217,25391522,Martin,520,Spain,Female,71,5,134871.15,4,0,0,11918.21,1,1,1,SILVER,707
7218,44032457,Lopez,602,Germany,Male,97,6,240941.01,1,0,0,43385.13,0,0,1,DIAMOND,494
7219,97861636,Miller,727,France,Male,57,8,13903.15,3,0,0,157693.82,0,1,1,DIAMOND,200
7220,18519412,Martin,364,Germany,Female,68,0,144534.72,4,0,1,165949.27,0,0,5,PLATINUM,575
7221,84943842,Anderson,814,France,Female,63,0,68059.81,1,1,1,118064.31,0,1,1,DIAMOND,249
7222,94691525,Brown,356,Spain,Male,35,3,244195.97,2,1,0,29893.41,0,0,5,DIAMOND,547
7223,88639338,Martinez,428,Spain,Female,49,5,225841.7,2,1,0,74098.37,0,0,5,DIAMOND,703
7224,47375152,Rodriguez,807,Germany,Female,99,6,239638.53,2,0,0,117237.91,1,0,4,SILVER,704
7225,56094882,Anderson,809,Spain,Male,72,1,42989.79,2,1,0,85906.6,0,0,3,PLATINUM,422
7226,98986328,Davis,648,Germany,Male,83,5,79106.64,2,1,0,149263.77,1,1,5,DIAMOND,53
7227,13120791,Johnson,571,Germany,Female,26,9,85041.8,4,1,0,144560.02,1,0,5,DIAMOND,465
7228,41665776,Jones,711,Germany,Male,100,7,247165.91,1,0,1,23636.65,1,0,1,GOLD,816
7229,58037609,Brown,307,France,Male,28,9,196424.29,4,1,0,190770.16,1,1,5,PLATINUM,882
7230,42829899,Rodriguez,685,Spain,Male,70,5,131941.15,1,1,1,104210.22,0,0,3,GOLD,60
7231,65746320,Martinez,590,Germany,Female,58,8,54850.1,4,1,1,123616.79,0,1,2,PLATINUM,285
7232,30321531,Johnson,469,Spain,Male,52,6,229947.43,2,1,1,45236.63,1,0,2,PLATINUM,484
7233,20783635,Martinez,308,Germany,Male,68,4,21220.05,3,1,0,69452.99,0,0,3,PLATINUM,770
7234,45793831,Johnson,543,France,Female,33,1,120746.18,1,0,1,22974.43,0,1,1,DIAMOND,588
7235,23951741,Moore,708,Germany,Female,40,5,114510.32,4,1,1,66687.2,0,0,4,GOLD,989
7236,88670512,Lopez,318,France,Male,77,8,59367.28,4,0,1,83715.68,0,1,5,DIAMOND,195
7237,13301315,Wilson,646,France,Male,62,2,154867.62,4,1,0,75053.71,1,0,4,PLATINUM,157
7238,26987860,Smith,593,France,Male,64,6,94106.8,4,0,0,1970.82,0,1,4,SILVER,452
7239,84022631,Jones,719,Spain,Male,93,7,110242.23,2,0,1,36277.41,0,1,5,PLATINUM,308
7240,22179347,Garcia,422,Spain,Male,43,0,92361.21,3,1,0,88686.57,0,0,3,GOLD,383
7241,86331934,Martinez,635,Spain,Female,42,9,129034.71,2,0,1,61850.99,0,0,2,SILVER,94
7242,68070159,Brown,594,Spain,Female,18,7,89594.65,4,0,1,135830.38,1,0,1,DIAMOND,372
7243,97239451,Wilson,729,Spain,Female,97,10,175789.96,1,1,0,189407.47,1,1,4,PLATINUM,373
7244,11000410,Jones,839,Spain,Female,81,8,16819.5,4,1,1,80607.57,0,0,1,PLATINUM,805
7245,51484002,Jackson,662,Germany,Female,60,2,232035.61,2,0,0,28398.93,0,1,2,GOLD,619
7246,22080658,Davis,408,France,Female,74,2,22086.41,2,1,0,64123.26,0,0,2,SILVER,413
7247,55596200,Jones,462,France,Female,64,1,188438.97,4,1,1,118344.49,1,0,2,DIAMOND,158
7248,15185432,Johnson,661,Germany,Female,36,6,247770.56,4,0,1,194076.51,1,1,3,SILVER,41
7249,55931913,Rodriguez,332,France,Female,90,10,240917.44,1,1,1,152715.83,1,1,2,DIAMOND,868
7250,29258008,Gonzalez,431,France,Male,36,5,111374.75,4,0,0,53617.86,1,0,2,DIAMOND,781
7251,48287510,Thomas,829,France,Female,69,2,21649.85,4,1,1,83731.68,1,1,1,GOLD,521
7252,96960104,Taylor,634,Germany,Male,82,2,155863.29,1,1,1,43314.71,0,0,1,SILVER,144
7253,26502003,Jones,735,France,Male,40,0,94253.77,3,0,0,2488.58,0,1,1,SILVER,992
7254,88628229,Johnson,692,Spain,Female,54,9,205196.74,4,0,1,89731.66,0,1,2,PLATINUM,108
7255,79255656,Rodriguez,800,Spain,Female,76,5,13861.09,1,0,1,110595.95,0,0,1,DIAMOND,203
7256,14436708,Miller,420,Germany,Female,20,6,183821.93,2,0,1,179762.1,1,0,2,GOLD,77
7257,30652407,Martinez,441,France,Male,39,0,199397.36,1,1,1,167508.05,1,1,2,SILVER,144
7258,61433661,Williams,408,Germany,Female,91,0,24859.94,3,0,1,118305.95,0,0,3,SILVER,160
7259,38819385,Smith,576,Spain,Female,98,0,120301.18,3,0,1,118663.79,1,0,4,SILVER,18
7260,51933859,Jackson,809,France,Male,73,5,204095.24,3,0,0,23627.48,0,0,2,DIAMOND,136
7261,76102166,Jones,369,Germany,Female,76,7,17792.44,2,1,1,35624.68,0,0,1,DIAMOND,299
7262,50332664,Moore,522,France,Female,51,0,124529.95,4,1,1,26812.39,1,1,5,PLATINUM,431
7263,71176295,Brown,709,Germany,Female,86,9,240387.57,2,0,1,111718.27,1,1,4,PLATINUM,222
7264,13354155,Brown,690,Germany,Male,18,3,154689.9,1,1,0,165607.9,0,0,1,GOLD,279
7265,64443173,Smith,401,Germany,Female,32,10,60288.69,4,0,1,109199.82,0,1,2,GOLD,929
7266,26992085,Hernandez,674,Spain,Female,29,9,65402.5,1,0,1,69965.83,1,0,5,SILVER,1
7267,87991334,Wilson,486,Germany,Female,26,8,21637.76,3,1,1,62900.35,1,1,3,PLATINUM,37
7268,65761540,Williams,446,France,Female,77,5,60609.08,1,0,1,118490.78,1,0,4,PLATINUM,523
7269,63594635,Garcia,688,Spain,Female,78,7,90865.14,2,0,0,76595.3,0,0,1,SILVER,765
7270,75166860,Smith,364,France,Male,65,0,167252.76,2,1,0,100635.02,0,0,1,DIAMOND,743
7271,90303894,Anderson,547,Germany,Male,49,3,155941.26,4,1,1,97343.59,1,0,3,GOLD,110
7272,22461359,Garcia,328,Germany,Female,79,7,109757.52,4,1,0,58161.7,0,1,5,DIAMOND,183
7273,88095654,Anderson,500,Spain,Male,48,0,228497.94,4,1,0,92248.4,1,0,1,GOLD,328
7274,41625024,Gonzalez,679,Spain,Male,50,6,243363.86,2,1,0,137001.78,0,1,1,DIAMOND,772
7275,86937150,Martin,823,France,Male,31,7,17235.69,2,1,0,63395.26,1,0,3,PLATINUM,703
7276,83252475,Smith,588,France,Female,86,2,230904.66,2,0,1,76093.77,0,1,1,GOLD,514
7277,65005150,Garcia,718,Spain,Male,28,6,229017.32,2,0,0,9584.68,0,0,1,GOLD,807
7278,20591798,Miller,353,Germany,Male,77,1,128804.18,1,1,0,12082.19,0,1,3,DIAMOND,418
7279,40206138,Thomas,374,Germany,Male,56,5,59635.13,3,1,1,37923.19,0,0,4,PLATINUM,249
7280,98119076,Jones,746,Spain,Male,35,0,244279.31,4,1,1,30505.85,1,0,4,PLATINUM,500
7281,25819451,Davis,598,Germany,Female,84,1,166889.21,4,0,0,154895.03,1,1,3,PLATINUM,482
7282,51732879,Moore,305,France,Female,18,9,225694.45,2,0,0,138096.02,1,0,1,SILVER,875
7283,79900479,Jackson,407,Spain,Female,80,9,220006.44,2,1,0,87783.12,1,1,1,DIAMOND,976
7284,61756299,Thomas,602,Spain,Female,66,9,25107.1,4,0,0,69528.3,1,0,1,DIAMOND,59
7285,19840790,Smith,527,Germany,Male,26,1,208872.74,3,0,1,52916.0,1,0,2,SILVER,537
7286,31219999,Smith,327,Germany,Female,33,3,215925.04,3,1,0,70846.22,1,0,4,DIAMOND,11
7287,57384426,Martin,677,Germany,Male,21,2,217342.36,2,0,1,171023.56,1,0,3,PLATINUM,838
7288,70499740,Garcia,405,Germany,Male,41,2,235003.55,2,1,0,153415.59,0,0,3,SILVER,520
7289,62623886,Martin,729,Spain,Male,74,3,29837.33,2,0,1,33839.99,1,1,5,SILVER,437
7290,66857531,Taylor,498,France,Female,29,9,97187.89,1,1,1,146564.81,1,1,2,DIAMOND,573
7291,81039014,Thomas,466,Spain,Female,29,9,179077.48,3,0,0,65309.87,1,1,4,SILVER,499
7292,43175691,Gonzalez,465,Germany,Male,37,5,115589.83,4,1,0,94196.98,0,1,1,PLATINUM,535
7293,19361489,Garcia,328,Germany,Female,32,1,14370.87,2,1,0,107461.09,1,0,3,DIAMOND,893
7294,31641076,Gonzalez,667,Spain,Male,68,3,20423.86,4,0,0,186431.65,1,0,3,SILVER,634
7295,80574409,Smith,561,Spain,Female,27,5,227843.32,4,0,0,102203.48,0,1,3,DIAMOND,910
7296,64457356,Gonzalez,530,Germany,Female,51,6,191723.23,4,1,0,109428.34,0,1,1,PLATINUM,411
7297,74624282,Garcia,673,Germany,Male,48,0,38713.32,2,1,1,5919.62,0,1,4,GOLD,296
7298,52867802,Miller,332,Spain,Female,55,5,28759.11,4,1,0,97097.43,0,1,4,GOLD,810
7299,53418967,Rodriguez,537,Spain,Female,84,1,221004.66,3,1,0,193286.49,0,1,2,DIAMOND,601
7300,89912472,Johnson,491,Spain,Female,60,2,143959.62,1,1,1,178360.46,1,1,2,GOLD,855
7301,30096344,Jackson,729,Spain,Male,79,2,243524.92,1,1,1,130249.05,1,1,2,PLATINUM,599
7302,68469293,Hernandez,518,Germany,Female,40,10,81071.15,1,0,0,129292.27,0,0,3,SILVER,700
7303,26899320,Wilson,308,France,Male,18,9,204170.59,3,0,1,34243.51,1,1,5,SILVER,479
7304,18223456,Smith,337,Spain,Female,92,1,107441.31,4,0,1,95385.28,0,1,1,GOLD,297
7305,32999601,Davis,643,France,Female,59,3,82733.7,1,1,0,197726.8,1,1,4,GOLD,694
7306,84836235,Davis,546,Spain,Male,89,1,241819.23,2,1,1,147904.59,0,1,4,GOLD,655
7307,66270310,Rodriguez,706,Germany,Female,24,0,172053.98,1,1,1,96868.89,0,1,4,GOLD,841
7308,37814652,Williams,671,Germany,Female,70,10,17276.08,4,0,0,139245.09,1,0,4,PLATINUM,754
7309,91470327,Taylor,627,Spain,Male,95,5,51703.56,2,0,1,94023.52,1,0,4,DIAMOND,370
7310,33384531,Jackson,514,Spain,Male,87,8,177273.32,2,0,1,7531.72,1,0,5,SILVER,108
7311,87711625,Gonzalez,563,Spain,Female,71,7,190898.53,1,1,1,160447.14,0,0,3,GOLD,472
7312,29868295,Garcia,718,France,Female,30,7,169232.13,2,0,1,186279.91,0,1,2,PLATINUM,856
7313,66310480,Johnson,515,Spain,Male,43,0,83019.17,1,1,0,76985.13,1,1,5,SILVER,888
7314,57116389,Jones,730,Germany,Male,57,2,183999.57,1,0,1,155119.2,1,0,4,DIAMOND,521
7315,29751587,Moore,586,France,Male,70,1,53701.61,1,1,0,108754.19,0,1,4,PLATINUM,863
7316,79704656,Martin,306,France,Female,47,1,117886.27,4,1,1,22990.79,0,0,1,PLATINUM,164
7317,83326619,Taylor,813,France,Male,95,9,24626.48,1,1,0,29481.26,0,1,3,GOLD,917
7318,72059397,Brown,771,Spain,Male,86,10,163934.67,4,0,1,64253.53,1,0,5,PLATINUM,870
7319,35486294,Wilson,312,Spain,Male,33,6,125389.19,2,0,1,26435.46,1,1,2,PLATINUM,885
7320,45512203,Jones,397,Germany,Male,28,3,236688.44,2,1,0,138951.54,1,1,2,SILVER,78
7321,89179001,Martin,452,France,Female,29,0,210124.93,4,1,0,2351.84,1,1,3,PLATINUM,463
7322,22042421,Lopez,371,France,Male,77,0,80470.79,3,0,1,72558.68,0,1,2,GOLD,349
7323,11499281,Jones,599,France,Male,20,4,112015.66,3,1,0,178220.54,0,0,1,SILVER,52
7324,44187600,Johnson,737,Spain,Male,100,5,125093.88,1,1,0,184774.36,1,0,2,DIAMOND,392
7325,10038481,Martinez,393,Germany,Female,67,8,187651.04,4,1,1,76337.18,1,1,5,DIAMOND,591
7326,52677443,Jackson,614,Spain,Male,27,4,159075.68,4,1,0,69649.29,1,1,5,DIAMOND,126
7327,37620141,Thomas,791,France,Female,51,8,46235.21,3,1,0,159476.14,1,0,4,DIAMOND,88
7328,97802336,Johnson,640,France,Male,100,3,28050.94,1,0,0,164708.55,0,1,1,SILVER,996
7329,69793737,Johnson,339,France,Male,19,5,55322.84,3,1,1,89632.61,0,0,1,DIAMOND,781
7330,81013747,Martin,797,France,Male,34,7,89009.51,2,1,0,60891.67,0,1,3,SILVER,859
7331,40212556,Martin,539,Germany,Male,30,5,137591.54,2,1,1,181365.21,1,0,2,PLATINUM,882
7332,81642462,Hernandez,427,Germany,Male,64,3,165987.8,2,1,1,170016.84,0,0,3,GOLD,878
7333,54502203,Thomas,617,Germany,Female,82,6,220534.57,1,0,1,71866.86,0,0,4,GOLD,602
7334,61790212,Johnson,784,Germany,Female,91,3,36497.86,1,0,1,198249.02,0,1,3,PLATINUM,925
7335,20093429,Moore,535,Spain,Male,71,0,199138.26,3,1,0,50836.51,1,1,1,DIAMOND,96
7336,59591526,Jackson,839,Spain,Male,38,9,58651.16,4,0,0,27287.61,0,1,3,PLATINUM,251
7337,27657154,Anderson,382,Spain,Male,60,3,27217.81,3,0,0,106596.95,0,1,1,SILVER,994
7338,99560999,Martin,769,Germany,Female,100,0,223723.27,2,1,0,83315.65,1,1,5,GOLD,729
7339,70625832,Miller,739,France,Male,27,1,161188.88,1,1,0,175005.44,0,0,5,DIAMOND,220
7340,13551606,Martinez,371,Germany,Male,42,2,61164.53,3,0,0,63035.76,1,1,5,GOLD,402
7341,35499728,Rodriguez,641,Germany,Female,83,7,200471.86,1,0,0,69811.98,0,1,2,PLATINUM,582
7342,78606720,Williams,418,Spain,Female,66,7,33932.71,1,1,0,29473.87,0,1,3,DIAMOND,210
7343,28891334,Miller,648,Spain,Female,30,4,41986.68,3,0,1,62986.41,0,0,2,PLATINUM,382
7344,99153287,Johnson,674,France,Male,60,10,167284.29,1,1,0,89419.95,1,0,2,DIAMOND,345
7345,13210572,Hernandez,790,Germany,Male,45,1,12806.47,1,1,1,170637.63,0,0,3,DIAMOND,179
7346,52284970,Martin,363,France,Male,32,5,63500.1,2,0,0,88337.8,1,0,5,PLATINUM,96
7347,86517719,Davis,441,France,Male,63,5,27575.87,3,1,1,154049.21,0,1,5,GOLD,908
7348,74503560,Moore,847,Germany,Male,47,5,60944.28,1,1,0,1771.93,0,1,3,GOLD,583
7349,41439054,Miller,479,Spain,Male,86,6,196556.55,1,1,1,169501.04,0,0,1,DIAMOND,837
7350,18718465,Brown,642,Spain,Female,48,8,14182.44,3,0,1,176743.3,0,0,4,PLATINUM,235
7351,59350368,Miller,743,Germany,Male,70,2,185970.03,4,0,1,195831.75,0,1,3,GOLD,479
7352,29697411,Jones,816,Germany,Female,81,2,111802.78,1,1,0,45124.25,1,1,1,PLATINUM,545
7353,17959769,Johnson,591,France,Female,71,8,148148.5,3,1,0,192890.1,1,0,1,GOLD,886
7354,23294915,Rodriguez,836,Spain,Male,69,1,31611.79,4,0,0,189338.04,0,0,2,DIAMOND,790
7355,98198966,Rodriguez,588,France,Female,53,9,186238.81,3,0,0,16372.72,1,0,1,PLATINUM,487
7356,33807871,Anderson,463,Spain,Female,47,1,180364.67,3,0,1,14780.97,0,0,2,GOLD,178
7357,25417147,Martinez,468,Germany,Male,41,0,165664.17,4,1,1,121016.93,1,1,1,DIAMOND,1
7358,75845491,Jones,391,Germany,Female,85,8,199811.71,4,0,1,12318.59,1,1,2,GOLD,877
7359,59362369,Rodriguez,329,Spain,Male,86,2,123647.87,1,0,1,58701.37,0,0,4,DIAMOND,318
7360,65569288,Gonzalez,375,France,Female,21,10,148295.81,2,1,0,13735.32,1,0,2,GOLD,94
7361,99601476,Garcia,442,France,Female,97,6,128472.07,3,1,1,130695.34,1,1,2,GOLD,368
7362,35813351,Moore,649,France,Female,33,9,180452.7,2,1,1,118763.42,1,0,5,PLATINUM,424
7363,95334512,Anderson,811,Spain,Female,92,6,166313.63,3,1,0,36038.91,1,1,1,GOLD,735
7364,43011372,Williams,749,Germany,Male,26,0,231396.53,2,1,0,98210.45,0,1,4,DIAMOND,515
7365,74315676,Hernandez,767,Spain,Female,74,7,214097.96,1,1,1,187167.58,0,0,5,GOLD,793
7366,28886040,Miller,741,Germany,Female,48,1,249604.62,1,0,0,82713.19,0,0,3,GOLD,929
7367,44176425,Johnson,711,Spain,Male,19,7,96927.29,3,1,1,52731.09,0,0,1,GOLD,750
7368,85213077,Lopez,436,Spain,Female,62,5,217349.65,3,0,0,183813.19,1,1,3,PLATINUM,11
7369,10268547,Smith,578,Spain,Female,43,8,70719.06,4,0,0,60794.87,1,1,1,PLATINUM,177
7370,91194923,Lopez,343,France,Female,68,2,41917.48,1,0,1,190315.7,1,1,3,DIAMOND,543
7371,62341083,Rodriguez,318,Germany,Male,58,5,145949.65,1,0,0,198179.21,1,0,2,SILVER,529
7372,78048336,Thomas,313,France,Male,90,8,75756.26,4,1,0,115410.87,1,0,1,SILVER,51
7373,28935634,Davis,330,Spain,Male,69,9,56709.15,1,0,1,178473.92,0,1,1,GOLD,609
7374,92133888,Miller,335,Spain,Male,86,6,17882.6,4,1,1,79504.69,1,0,3,GOLD,306
7375,61627551,Martin,614,France,Male,77,10,50020.49,2,0,1,184749.1,0,0,4,SILVER,864
7376,80107601,Jones,846,Germany,Male,65,10,83319.92,2,0,0,97524.83,0,0,3,SILVER,827
7377,32754415,Gonzalez,489,Spain,Male,62,0,7787.39,4,0,0,84584.51,0,0,1,DIAMOND,26
7378,80403214,Gonzalez,803,France,Male,64,0,40940.67,4,1,0,18533.89,1,0,4,SILVER,967
7379,24625839,Martin,661,France,Male,36,2,150972.41,1,1,0,110646.58,1,0,2,DIAMOND,411
7380,88587737,Anderson,775,Germany,Male,79,8,239879.9,1,0,1,27401.35,1,1,2,GOLD,803
7381,50535866,Thomas,662,Germany,Male,39,6,46500.09,4,0,1,94654.95,0,0,1,DIAMOND,224
7382,96496542,Moore,425,Germany,Female,20,2,233439.46,1,1,0,126508.09,0,1,3,SILVER,726
7383,47384425,Martinez,643,France,Female,56,5,148717.19,3,1,0,105312.61,1,0,1,SILVER,53
7384,37638232,Williams,478,France,Male,87,0,102458.93,4,1,1,39896.42,0,1,1,PLATINUM,658
7385,82098529,Williams,346,Germany,Female,30,1,193458.33,1,0,0,109011.19,1,0,1,PLATINUM,149
7386,13869114,Taylor,819,France,Female,34,10,163611.35,4,0,1,97198.74,0,1,4,PLATINUM,186
7387,73344164,Johnson,477,Germany,Male,21,5,235541.36,3,0,0,84782.53,1,0,5,GOLD,55
7388,62298462,Lopez,604,Spain,Male,59,5,14611.28,1,0,0,62991.79,1,1,5,PLATINUM,944
7389,58445714,Anderson,645,France,Male,84,10,203116.3,1,1,0,133502.65,1,1,5,DIAMOND,889
7390,95866525,Martin,735,Spain,Female,97,4,72745.14,1,1,0,86568.24,0,0,2,GOLD,184
7391,60791056,Wilson,518,France,Male,30,6,21463.8,3,1,0,133719.37,0,0,3,DIAMOND,815
7392,63189833,Jackson,635,Spain,Female,83,2,153179.28,4,0,1,50586.27,1,1,5,DIAMOND,652
7393,72138831,Johnson,630,Spain,Female,96,8,143308.25,3,0,0,62734.3,1,1,4,PLATINUM,817
7394,66195079,Brown,360,Spain,Male,64,7,240187.18,2,0,0,101516.28,0,1,5,SILVER,480
7395,31553631,Thomas,807,France,Male,86,5,63704.06,4,1,1,66098.79,0,1,2,PLATINUM,292
7396,31652635,Anderson,774,Spain,Male,88,8,7947.45,3,0,1,69524.83,1,1,3,DIAMOND,621
7397,33697342,Smith,823,France,Male,66,7,145102.81,4,1,1,153054.95,0,1,2,SILVER,788
7398,35824178,Jackson,640,Spain,Female,65,6,9104.06,4,0,0,145505.56,0,1,3,SILVER,695
7399,57799056,Brown,710,France,Female,78,8,120083.92,4,0,1,110964.54,1,0,5,GOLD,791
